,lyrics,artist,age
10,"아득하다 믿던 시간 위를 어느새 지나네
이 나이가 되어
아직 아무런 준비가 돼 있지 않은 나인데
그 속에 있네

이 나이가 되면은
어디쯤엔가 가 닿을 꺼라
뭔가를 더 알게 돼서
단단해 질 줄만 알았어

어디쯤에 와 있을까
난 아직도 그냥 그대로인데
철없는 내 바램들은
언제쯤이면 익어져 깊어질까

가끔은 믿기지 않는 숫자를 세다가 혼자
쓸쓸히 웃네
아직 기대여 의지하고 싶은 그런 맘인데
그럴 곳은 없네
나이가 든다는 건
깊고 넓어지는 거라는데
난 언제쯤 깊어져
끄달려 하지 않게 될까

어디쯤에 가 닿을까
난 아직도 그냥 그대론데
철없는 내 마음들은
언제쯤이면 익어져 깊어질까EmbedShare URLCopyEmbedCopy",이선희,80
11,"우리 노친 이쁘게 화장을 하고
(She takes a step)
또 마실 가신다 사뿐 사뿐히
(And turns around)
할매의 예쁜 몸빼 바지가
(살랑 살랑 살랑 살랑)
꽃무늬 프린트가
(살랑 살랑 살랑 살랑)

그대는 낭랑 십팔세 낭랑 십팔세
오 예쁜 낭랑 십팔세
Bring your own weather to a picnic
그대는 낭랑 십팔세  낭랑 십팔세
오 예쁜 낭랑 십팔세
Take a step anywhere, go, go

Life is good for you
(Don't you dare compare 라라)
Life is good for you
(You just keep your pace 라라)
Life is good for you
인생이 아깝지 않게
(Don't you dare compare 라라)
Life is good for you
이 소풍을 즐기련다 난
(You just keep your pace)
그대는 낭랑 십팔세 낭랑 십팔세
오 예쁜 낭랑 십팔세
Bring your own weather to a picnic
그대는 낭랑 십팔세  낭랑 십팔세
오 예쁜 낭랑 십팔세
Take a step anywhere, go, go

(살랑 살랑 살랑 살랑)
(살랑 살랑 살랑 살랑)

그대는 낭랑 십팔세 낭랑 십팔세
오 예쁜 낭랑 십팔세
Bring your own weather to a picnic
그대는 낭랑 십팔세 낭랑 십팔세
오 예쁜 낭랑 십팔세
Take a step anywhere, go, go

Take a step anywhere, go, go
Take a step anywhere, go, goEmbedShare URLCopyEmbedCopy",이선희,80
12,"어떻게 여길 온 건지
세월이 유수 같다더니
그러네 정말 빨리 가는구나
고운 모습이 사진에 담겨져 있다
풋풋한 웃음을 안고

청춘 노랠 불러본다
겁 없이 뛰어 들어도 웃던 어리던 날들
봄과 여름 사이 어디쯤에 있을
아 아 그 시절 노래 부른다
청춘 노랠 불러본다
아낌없이 태워도 좋던 시절을 본다
혼돈과 열정 사이 어디쯤 이였을
청춘 눈부신 그날들

어쩌다 어른이 되고
그렇게 사랑을 하고
자연스레 내 가정을 갖고
애들 키우며 정신없이 지내다
어느새 오늘이 됐네
청춘 노랠 불러본다
철없이 부푼 꿈 가득하던 시절을 본다
봄과 여름 사이 어디쯤에 있을
아 그 시절 노래 부른다
사랑 노랠 불러본다
보석처럼 빛나던 나의 꽃다운 날들
혼돈과 열정 사이 어디쯤 이었을
청춘 노랠 불러본다EmbedShare URLCopyEmbedCopy",이선희,80
13,"친구와 손잡고 달려간다
서둘러 늦어지면 안 돼
골목길 돌아 놀이터 지나
꿈을 사러 가는 길에
바람이 귓가에 전하는 말
지금 이 시간을 기억해
반짝반짝 빛나는 하루가
다시 시작될 거야

눈부신 꿈들이 가득한 상자엔
분홍빛 손수건 바람 속에 춤을 춘다

저 마술사 아저씨
예쁜 구름을 주세요
세상 가장 달콤한 소원 하늘을 날아
꼬마 숙녀 아가씨
멋진 세상을 줄게요
어린 시절 나를 물들인 솜사탕

바람이 귓가에 전하는 말
그때 그 시간을 기억해
입 안 가득 차오른 추억이
다시 날 웃게 하네
눈부신 꿈들이 가득한 상자에
그 날의 추억들 가슴 속에 부서진다

그 마술사 아저씨
어디로 떠나 버렸나
오랜만에 찾아온 그 길 그리워지네
꼬마 숙녀 아가씨
다 큰 어른이 됐지만
잊지 못해 그 날의 푸른 꿈을

나 되돌아가고파
눈부시던 시절로

내 마술사 아저씨
예쁜 구름을 주세요
세상 가장 달콤한 소원 그리워지네
꼬마 숙녀 아가씨
멋진 세상을 줄게요
어린 시절 나를 물들인 솜사탕

Hey, hey
Hey, hey, hey
Hey, hey, hey, hey, hey
Hey, hey, heyEmbedShare URLCopyEmbedCopy",이선희,80
14,"어떻게 내게로 온 거니?
넌 이렇게 귀엽고 달콤스레
까르르 퍼지는 웃음들이 신비해
내 맘을 녹여

내 마음 들었다가 놨다가
이뻐 이뻐 너
눈 안에 넣어도 아프지 않을 만큼
이뻐 이뻐
웃을 때에 니 두 눈이
두 볼에 묻혀 어디로 가니 숨니?


새침하게 무심하게 굴다가도
Love to, love to say
그 모습 무시 하려 해도 심장은
두근 두근
내 심장에 뭘 뿌려놓니?
언제나 그렇게 내 곁에 있어줘
Yes, yes
내 삶을 산책하듯이 넌 행복을
가득 묻힌 걸음으로
어떻게 이렇게 내게로
오게 된 거니?

귀엽고 달콤스레
까르르 퍼지는 웃음들이 신비해
내 마음을 녹여

새침하게 무심하게 굴다가도
Love to, love to say
그 모습 무시 하려 해도 심장은
두근 두근
내 심장에 뭘 뿌려놓니?
언제나 그렇게 내 곁에 있어줘

Yes, yes
언제나
이뻐 이뻐
Oh yeah
Oh yeah
이뻐 이뻐
Yes, yes
간질간질EmbedShare URLCopyEmbedCopy",이선희,80
15,"그땐 몰랐었던 거죠
다 알고 있다 생각했지만
어리석게도 느낌표 쉼표도
거기에 담겨 있음을

저기 어딘가에 머물러 버린
놓친 내 사랑이 석양을 받아
더욱 붉게 내 맘에 물들어
그리운 그 시간 향해
바다로 나간 배처럼
하염없이 하염없이 떠있네

그땐 다 몰랐었던 거죠
당신의 맘이 내게 주는 그 기도를
이제야 이제서야
가슴을 울려주네요

그때 알았더라면 어땠을까
늦은 후회도 해요 길을 잃을 땐
하루가 버거우면
그때의 기억이 날 붙잡아 주죠
저기 어딘가에 머물러 버린
놓친 내 사랑이 석양을 받아
더욱 붉게 내 맘에 물들어
그리운 그 시간 향해
바다로 나간 배처럼
하염없이 하염없이 떠있네

그땐 다 몰랐던 거죠
당신이 내게 주는 마음의 기도를
이제야 이제서야
가슴이 따뜻해 져요EmbedShare URLCopyEmbedCopy",이선희,80
16,"In chains 왜 이런 걸까
왜 이렇게 돼버렸나
여전히 똑같은 하루인데
내가 어딘가 홀로 있어

우린 서로 뭘 바라고 있는지
또 뭘 놓쳐버리는 건지
바보처럼 상처를 주고받고
왜 이러는지 이상한 나라에서

이젠 사랑은 없어
우리 둘 사이엔 모든 게
힘겨운 줄다리기가 있을 뿐
이젠 진짜는 없어
우리 둘 관계엔 모든 게
끝없이 가시만 자라

In chains 왜 이런 걸까
왜 이렇게 돼버렸나
여전히 똑같은 하루인데
내가 어딘가 홀로 있어
우린 서로 뭘 바라고 있는지
또 뭘 놓쳐버리는 건지
바보처럼 상처를 주고받고
왜 이러는지 이상한 나라에서

이젠 사랑은 없어
우리 둘 사이엔 모든 게
힘겨운 줄다리기가 있을 뿐
이젠 진짜는 없어
우리 둘 관계엔 모든 게
끝없이 가시만 자라
이젠 사랑은 없어
우리 둘 사이엔

Someday 그래도 내가
거기에 가 있을까
이 모두 한때의
바람 이였다며
내가 웃을 수 있을까EmbedShare URLCopyEmbedCopy",이선희,80
17,"낙타를 타고 사막의 모랫길을 간다
너무도 다른 사막의 낮과 밤
해는 타 올라 내리 쬐고
시린밤 별은 손에 닿을 듯 있다

뜨거운 태양 시린 차가움
공존하는 이곳에
잠시 쉴 수 있는 오아시스를 찾아
손에 쥔 나침판 의지해
걷고 또 걷는다

눈앞에 언덕을 넘으면
또 다른 언덕이 보이고
그 모래 해치고 가도
다시 놓여진 모래언덕
어제와 다른 길 어제 같이 있다
저 넓은 사막을 나는 간다

그토록 바라던
오아시스를 나 만나서
물 한모금에 목마름 채우지만
가지 않으면 벗어 날 수 없는
사막 또 걷는다
눈앞에 언덕을 넘으면
또 다른 언덕이 보이고
그 모래 해치고 가도
다시 놓여진 모래언덕
어제와 다른길 어제 같이 있다
저 넓은 사막을 나는 간다

사막을 나는 간다
사막을 나는 간다
사막을 간다EmbedShare URLCopyEmbedCopy",이선희,80
18,"떠나가는 것들의 이유라 하는 건
시간일 뿐이라고
모든 이별에 때가 되었듯이
별은 저기에 없다
아주 오래전에 빛 일뿐
우리 안에는 없다

봄날이었다 아 그땐 다 몰랐지만
너와 웃고 울고 꿈꾸며 좋았다
그토록 좋았던 그 많은 날들이
없었던 일이 될 수는 없어
그 많은 기대와 놓친 꿈들이
모든 봄에 묻어 돌아오겠지

아름다운 날이었다
내 한 시절의 너와의 사랑은
단 한 번의 그 봄이었다

부르지 않아도 내게 와준 모든 건
머물러갈 뿐이라고
날 머물다간 모든 이름처럼
꽃들은 피어난다
가장 시린 겨울 지나
여린 고개를 든다
봄날이었다 아 그땐 다 몰랐지만
우리 웃고 울고 떠들며 좋았다
봄날은 가고 아 다시 돌아오지만
그 날의 봄은 이젠 아니겠지
그 많은 기대와 놓친 꿈들이
모든 봄에 묻어 돌아오겠지

아름다운 날이었다
내 한 시절의 너와의 사랑은
단 한 번의 그 봄이었다EmbedShare URLCopyEmbedCopy",이선희,80
19,"한들한들 피어난 꽃 따라
바람이 부는 길을 따라
가게를 지나 작은 건물 지나
화분 가득히 넘치는 햇살이
거리에 향긋한 물빛으로
번지는 이른 오후에

누구를 기다리는 걸까?
저 아이 모습까지
거리의 풍경이 돼 있어
혼자서 거리 걸어본다
나만의 자유
나만의 여유로움을 느끼며

그래서 일까 느낌이
더 좋아 거리구경
누군가 눈에도 내가
이 거리 안에 풍경일까?

쇼윈도 안을 보다
매장 안의 예쁜 반지도 껴보다
트렌디한 음악에 취해보다
어딘가 분위기 있는
카페에 앉아서 커피를 마셔
지나는 사람도 가끔 보다
조금 나른해 보이네
저 커플은 왠지
서로가 다른 곳을 보네
혼자서 거리 걸어본다
나만의 자유 나만의
여유로움을 느끼며
나혼자 (뚜뚜비뚜뚜, 뚜뚜뚜뚜두)
(뚜뚜뚜루 뚜뚜뚜 뚜뚜뚜 뚜뚜뚜두)

그래서 일까 느낌이
더 좋아 거리구경
누군가 눈에도 내가
이 거리 안에 풍경일까?

한들한들 피어난 꽃 따라
바람이 부는 길을 따라
걸어가네 거리를 구경 하네EmbedShare URLCopyEmbedCopy",이선희,80
20,"세상을 너무나 모른다고
나보고 그대는 얘기하지
조금은 걱정된 눈빛으로
조금은 미안한 웃음으로
그래 아마 난 세상을 모르나봐
혼자 이렇게 먼 길을 떠났나봐
하지만 후횐없지
울며 웃던 모든 꿈
그것만이 내 세상
하지만 후횐없어
가꿔왔던 모든 꿈
그것만이 내 세상
그것만이 내 세상
세상을 너무나 모른다고
나 또한 너에게 얘기하지
조금은 걱정된 눈빛으로
조금은 미안한 웃음으로
그래 아마 난 세상을 모르나봐
혼자 그렇게 그 길에 남았나봐
하지만 후횐 없지
울면 웃던 모든 꿈
그것만이 내 세상
하지만 후횐없어
찾아 헤맨 모든 꿈
그것만이 내 세상
그것만이 내 세상EmbedShare URLCopyEmbedCopy",들국화,80
21,"내 곁에만 머물러요 떠나면 안돼요
그리움 두고 머나먼 길
그대 무지개를 찾아올 순 없어요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요EmbedShare URLCopyEmbedCopy",이문세,80
22,"라일락 꽃향기 맡으면 잊을 수 없는 기억에
햇살 가득 눈부신 슬픔안고 버스 창가에 기대 우네
가로수 그늘 아래 서면 떠가는 듯 그대 모습
어느 찬비 흩날린 가을 오면 아침 찬바람에 지우지

이렇게도 아름다운 세상 잊지 않으리 내가 사랑한 얘기
여위어 가는 가로수 그늘 밑 그 향기 더 하는데
아름다운 세상 너는 알았지 내가 사랑한 모습
저 별이 지는 가로수 하늘 밑 그 향기 더 하는데

가로수 그늘 아래 서면 떠가는 듯 그대 모습
어느 찬비 흩날린 가을 오면 아침 찬바람에 지우지

이렇게도 아름다운 세상 잊지 않으리 내가 사랑한 얘기
여위어 가는 가로수 그늘 밑 그 향기 더 하는데
아름다운 세상 너는 알았지 내가 사랑한 모습
저 별이 지는 가로수 하늘 밑 그 향기 더 하는데

내가 사랑한 그대는 아나EmbedShare URLCopyEmbedCopy",이문세,80
23,"남들도 모르게 서성이다 울었지
지나온 일들이 가슴에 사무쳐
텅빈 하늘 밑 불빛들 켜져가면
옛사랑 그 이름 아껴 불러보네
찬바람 불어와 옷깃을 여미우다
후회가 또 화가 나 눈물이 흐르네
누가 물어도 아플 것 같지 않던
지나온 내 모습 모두 거짓인가
이제 그리운 것은 그리운대로 내 맘에 둘 거야
그대 생각이 나면 생각난대로 내버려 두듯이
흰눈 내리면 들판에 서성이다
옛사랑 생각에 그 길 찾아가지
광화문거리 흰눈에 덮혀가고
하얀눈 하늘 높이 자꾸 올라가네
이제 그리운 것은 그리운대로 내 맘에 둘 거야
그대 생각이 나면 생각난대로 내버려 두듯이
사랑이란 게 지겨울 때가 있지
내 맘에 고독이 너무 흘러넘쳐
눈 녹은 봄날 푸르른 잎새 위에
옛사랑 그대 모습 영원 속에 있네
흰눈 내리면 들판에 서성이다
옛사랑 생각에 그 길 찾아가지
광화문거리 흰눈에 덮혀가고
하얀눈 하늘 높이 자꾸 올라가네EmbedShare URLCopyEmbedCopy",이문세,80
24,"마음을 누르는 고요함에
메말라 사라진 따스함이
기적처럼 나에게로 돌아와
하얗게 오르는 너의 꿈은
앙상한 웃음을 달래는 듯
상냥하게 내 맘을 흔들고 있어
흔적없는 거리의 이방인처럼
이리저리 헤매던 하루 하루
고단했던 마음들과
간절한 기다림 끝에
고운 비가 소리 없이
눈물 글썽이며 나를 적시운다
계절 끝에 멈춰있는
너와 나의 시간들이
찬란하게 빛나는 한 줄기 빛처럼
마음에 드리운다
흔적없는 거리의 이방인처럼
이리저리 헤매던 하루 하루
고단했던 마음들과
간절한 기다림 끝에
고운 비가 소리 없이
눈물 글썽이며 나를 적시운다
계절 끝에 멈춰있는
너와 나의 시간들이
찬란하게 빛나는 한 줄기 빛처럼
마음에 드리운다
계절 끝에 멈춰있는
너와 나의 시간들이
찬란하게 빛나는 한 줄기 빛처럼 음~
마음에 드리운다EmbedShare URLCopyEmbedCopy",이문세,80
25,"세상이 온통 핑크빛이야
내 눈을 의심해
익숙한 꽃향기가 나는 걸 보니
내 맘에 네가 들어왔나 봐
술잔에 떨어진다 뚝뚝뚝
우리 사이 덩그러니
시간이 괜시리 웃어본다 후후후
그래 아직 우리 사이
뭐라 부르긴 부끄럽지
Hey 이제 와 말인데
그대를 내가 먼저 좋아했어
네가 웃네 사랑스레
너무 예쁘게 이젠 마음이 급해
자 말해줄래 그만 이제 일어나
내게 손 내밀어 줄래
Shall we go out on a date
Shall we go out on a date
네가 서 있는 곳만 달라
꿈인지 현실인지
시간 가는 줄도 모르고 있으니
미쳐도 단단히 미쳤나 봐
떨어지지가 않아 콩깍지
나의 눈이 오직 Honey
네게만 꽂혀 괜히 콧노래를
난 흠흐으흠 언제까지
우리 사이 묘한 공기만 가득할지
Babe 알 수 없는 표정
이런 날 알고 있었다는 듯이
네가 웃네 사랑스레 너무 예쁘게
이젠 마음이 급해
자 말해줄래 그만 이제 일어나
내게 손 내밀어 줄래
Shall we go out on a date
Shall we go out on a date
Shall we go out on a dateEmbedShare URLCopyEmbedCopy",이문세,80
26,"이렇게 우린 헤어져야 하는 걸
서로가 말은 못하고
마지막 찻 잔 속에 서로의 향기가 되어
진한 추억을 남기고파

우리는 서로 눈물 흘리지 마요
서로가 말은 같아도
후회는 않을 거야 하지만 그대 모습은
나의 마음을 아프게 해

그대 내게 말로는 못하고
탁자 위에 물로 쓰신 마지막 그 한 마디
서러워 이렇게 눈물만
그대여 이젠 안녕

우리는 서로 눈물 흘리지 마요
서로가 말은 같아도
후회는 않을 거야 하지만 그대 모습은
나의 마음을 아프게 해

그대 내게 말로는 못하고
탁자 위에 물로 쓰신 마지막 그 한 마디
서러워 이렇게 눈물만
그대여 이젠 안녕
그대여 이젠
안녕EmbedShare URLCopyEmbedCopy",이문세,80
